plsplp02.azlifem.azl.pvt,99.98991935,
alwasd40.azlifem.azl.pvt,99.98991935,
slb26058.srv.allianz,99.98954599761052,
sla88365.srv.allianz,99.98954599761052,
slc13186ak8st12,99.98917264038234,
PLOGGP11.azlifem.azl.pvt,99.98917264038234,
aelsecfp01.srv.allianz,99.98917264038234,
sla93623pelft10.azlifem.azl.pvt,99.98879928315412,
alwasd41,99.98879928315412,
slb26061.srv.allianz,99.98842592592594,
slc13215AWMQT12.azlifem.azl.pvt,99.98805256869773,
slb22419.srv.allianz,99.98805256869773,
ELAVMP02.azlifem.azl.pvt,99.98805256869773,
aplarclup01.srv.allianz,99.98805256869773,
slc13687AOGGP13.srv.allianz,99.98730585424133,
slc12525,99.98730585424133,
slc13189ak8st15,99.98693249701316,
slc13188ak8st14,99.98693249701314,
slc13116ak8sd13,99.98693249701314,
aelarclup02.srv.allianz,99.98655913978493,
slc13760,99.98618578255676,
PLOGGT11.azlifem.azl.pvt,99.98618578255675,
slc12521,99.98581242532856,
aplsecfp01.srv.allianz,99.98581242532856,
slc13763,99.98543906810035,
slc13185ak8st11,99.98506571087218,
usn1xpy011ccpra.sma.cmsalz.ibm.allianz,99.98506571087216,
slb26442p42cd11.srv.allianz,99.98506571087216,
plsplp04.srv.allianz,99.98469235364396,
usn2cm1311ccpr1-hs.sma.cmsalz.ibm.allianz,99.98431899641577,
usn2cm1391ccpr1.adm.cmsalz.ibm.allianz,99.98394563918757,
slc13187ak8st13,99.98394563918757,
usn2cm1321ccpr1-hs.sma.cmsalz.ibm.allianz,99.98357228195938,
usn1cm1331ccpr1.sma.cmsalz.ibm.allianz,99.98357228195938,
usn2cm1201ccpr1,99.98319892,
usn1cm1261ccpr1.sma.cmsalz.ibm.allianz,99.98282556750299,
slc13762,99.98282556750299,
sla22692.srv.allianz,99.98282556750299,
sla98952ewmqc03.srv.allianz,99.9817055,
sla22693.srv.allianz,99.9817055,
usn2cm1181ccpr1,99.98133214,
slc13117ak8sd12,99.98095878136202,
usn2cm1481ccpr1.adm.cmsalz.ibm.allianz,99.98021206690561,
usn2cm1491ccpr1.adm.cmsalz.ibm.allianz,99.97983870967742,
usn1cm1491ccpr1.adm.cmsalz.ibm.allianz,99.97983870967742,
usn2cm1211ccpr1,99.97946535244922,
usn1cm1281ccpr1.sma.cmsalz.ibm.allianz,99.97909199522103,
usn1cm1431ccpr1.adm.cmsalz.ibm.allianz,99.97871863799283,
slc12524,99.97871863799283,
usn2cm1421ccpr1.adm.cmsalz.ibm.allianz,99.97871863799281,
usn2cm1431ccpr1.adm.cmsalz.ibm.allianz,99.97834528076463,
usn1cm1501ccpr1.adm.cmsalz.ibm.allianz,99.97834528076463,
plsplp03.srv.allianz,99.97797192353644,
plsplp01.azlifem.azl.pvt,99.97797192353644,
usn1cm1471ccpr1.adm.cmsalz.ibm.allianz,99.97759856630825,
usn1cm1401ccpr1.adm.cmsalz.ibm.allianz,99.97498506571088,
usn2cm1501ccpr1.adm.cmsalz.ibm.allianz,99.97498506571087,
slc13115ak8sd11,99.97498506571087,
usn1cm1391ccpr1.adm.cmsalz.ibm.allianz,99.97461170848268,
usn2cm1371ccpr1.adm.cmsalz.ibm.allianz,99.97386499402629,
slc11067.srv.allianz,99.97349163679809,
usn2cm1351ccpr1.adm.cmsalz.ibm.allianz,99.97237156511349,
usn2cm1471ccpr1.adm.cmsalz.ibm.allianz,99.97125149342892,
usn2cm1381ccpr1.adm.cmsalz.ibm.allianz,99.97125149342892,
usn1cm1351ccpr1.adm.cmsalz.ibm.allianz,99.96826463560333,
usn1cm1371ccpr1.adm.cmsalz.ibm.allianz,99.96789127837515,
slc11787,99.96341099163682,
usn2cm1401ccpr1.adm.cmsalz.ibm.allianz,99.95781063321385,part of Selinux activity
slc11011.srv.allianz,99.95706391875746,part of Selinux activity
slc13216AWMQT11.azlifem.azl.pvt,99.95034348864995,part of patching activity
usn2cm1461ccpr1.adm.cmsalz.ibm.allianz,99.94885005973715,part of Selinux activity
alwast41.azlifem.azl.pvt,99.94847670250896,part of patching activity
usn1cm1201ccpr1.sma.cmsalz.ibm.allianz,99.93988948626045,part of Selinux activity
usn2cm1221ccpr1,99.93802270011948,part of Selinux activity
usn1cm1451ccpr1.adm.cmsalz.ibm.allianz,99.93615591,part of Selinux activity
usn2cm1171ccpr1,99.93391577060932,part of Selinux activity
usn2cm1411ccpr1.adm.cmsalz.ibm.allianz,99.92980884109916,part of Selinux activity
usn1cm1241ccpr1.sma.cmsalz.ibm.allianz,99.92980884109916,part of Selinux activity
usn1cm1421ccpr1.adm.cmsalz.ibm.allianz,99.92010155316608,part of Selinux activity
usn1cm1461ccpr1.adm.cmsalz.ibm.allianz,99.91002090800478,part of Selinux activity
usn1cm1361ccpr1.adm.cmsalz.ibm.allianz,99.90852748,part of Selinux activity
usn2cm1441ccpr1.adm.cmsalz.ibm.allianz,99.90180704898448,part of Selinux activity
usn1cm1381ccpr1.adm.cmsalz.ibm.allianz,99.90068697729987,part of Selinux activity
usn2cm1451ccpr1.adm.cmsalz.ibm.allianz,99.89994026284349,part of Selinux activity
usn1cm1441ccpr1.adm.cmsalz.ibm.allianz,99.89994026284347,part of Selinux activity
usn1cm1411ccpr1.adm.cmsalz.ibm.allianz,99.88649940262843,part of Selinux activity
usn1cm1481ccpr1.adm.cmsalz.ibm.allianz,99.88500597371565,part of Selinux activity
usn2cm1361ccpr1.adm.cmsalz.ibm.allianz,99.88239247311829,part of Selinux activity
usn1cm1181ccpr1.sma.cmsalz.ibm.allianz,99.86559139784946,part of Selinux activity
usn1cm1341ccpr1.sma.cmsalz.ibm.allianz,99.86521804062126,part of Selinux activity
slb26059.srv.allianz,99.86148447,part of patching activity
usn2cm1191ccpr1,99.83086917562724,part of Selinux activity
slc12523,99.82190860215053,part of patching activity
alwast40.azlifem.azl.pvt,99.81705495818402,part of patching activity
slc12522,99.74499701314215,part of patching activity
slc13241abawt02,98.96206690561529,part of patching activity
usn1cm1221ccpr1.sma.cmsalz.ibm.allianz,97.8307945,part of Selinux activity
slc13240abawt01,96.16114097968936,part of patching activity
slc11976,96.02225209080049,part of patching activity
slb11184.srv.allianz,69.05279271,part of patching activity
slc13870ak8sp12,66.65546594982078,part of patching activity
slc13872abawp01,66.65285244922342,part of patching activity
slc13871ak8sp13,66.63717144563918,part of patching activity
slc13873abawp02,66.61999701314217,part of patching activity
slb22322PORCP03.srv.allianz,61.67488052568698,part of patching activity
slc13880ak8sp11,56.60319593787336,part of patching activity
slc13882awqmp11,56.48036141,part of patching activity
slc13886awmqp12,53.588709677419345,part of patching activity
slc13887awmqp13,53.56705495818399,part of patching activity
slb11196.srv.allianz,53.27210275,part of patching activity
slb16459.srv.allianz,50.169504181600956,part of patching activity
slb16464.srv.allianz,45.14784946236559,part of patching activity
slb11208.srv.allianz,44.54077061,part of patching activity
slb22322PORCP03.srv.allianz,38.11977299880526,part of patching activity
plomsp01.azlifem.azl.pvt,38.100731780167266,part of patching activity
slb24428.srv.allianz,34.233870967741936,part of patching activity
slb11155.srv.allianz,30.739247311827956,Retired
slb16506.srv.allianz,27.323028673835125,part of patching activity
slb16504.srv.allianz,25.287858422939067,Retired
slb16428.srv.allianz,23.84632616487455,Retired
slb16499.srv.allianz,6.734617682198327,Retired
slc05655,2.741935483870967,not in CMDB
slc13868ak8sp11,0.059363799,Retired
slc02434,0.033228793309438474,not in CMDB
